team,player,result,x,y
Colorado Avalanche,Devon Toews,GOAL,38.0,-0.0
Colorado Avalanche,Gabriel Landeskog,SHOT,65.0,-16.0
Colorado Avalanche,Valeri Nichushkin,SHOT,45.0,3.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,67.0,-8.0
Colorado Avalanche,Alex Newhook,SHOT,80.0,-13.0
Colorado Avalanche,Samuel Girard,SHOT,37.0,31.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,61.0,12.0
Colorado Avalanche,Devon Toews,SHOT,33.0,7.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,67.0,14.0
Colorado Avalanche,Jack Johnson,SHOT,71.0,36.0
Colorado Avalanche,Cale Makar,SHOT,33.0,-10.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,68.0,-16.0
Colorado Avalanche,Erik Johnson,GOAL,69.0,-12.0
Colorado Avalanche,Valeri Nichushkin,SHOT,67.0,-4.0
Colorado Avalanche,Nicolas Aube-Kubel,MISSED_SHOT,52.0,-33.0
Colorado Avalanche,Gabriel Landeskog,GOAL,71.0,20.0
Colorado Avalanche,Mikko Rantanen,SHOT,53.0,-19.0
Colorado Avalanche,Alex Newhook,GOAL,56.0,18.0
Colorado Avalanche,Cale Makar,GOAL,71.0,-5.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,57.0,-24.0
Colorado Avalanche,Erik Johnson,SHOT,31.0,-29.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,67.0,12.0
Colorado Avalanche,Samuel Girard,SHOT,46.0,18.0
Colorado Avalanche,Mikko Rantanen,SHOT,51.0,-28.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,80.0,5.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,51.0,37.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,34.0,35.0
Colorado Avalanche,Valeri Nichushkin,GOAL,65.0,-7.0
Colorado Avalanche,Andre Burakovsky,BLOCKED_SHOT,57.0,-5.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,62.0,-18.0
Colorado Avalanche,Mikko Rantanen,SHOT,62.0,-28.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,72.0,8.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,46.0,-8.0
Colorado Avalanche,Nazem Kadri,SHOT,75.0,19.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,51.0,5.0
Colorado Avalanche,Darren Helm,SHOT,20.0,34.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,69.0,23.0
Colorado Avalanche,Nathan MacKinnon,SHOT,82.0,3.0
Colorado Avalanche,Nazem Kadri,SHOT,60.0,30.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,54.0,-25.0
Colorado Avalanche,Darren Helm,SHOT,17.0,30.0
Colorado Avalanche,Nazem Kadri,SHOT,6.0,21.0
Colorado Avalanche,Kurtis MacDermid,MISSED_SHOT,44.0,14.0
Colorado Avalanche,Valeri Nichushkin,SHOT,42.0,-20.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,60.0,-19.0
Colorado Avalanche,Logan O'Connor,SHOT,61.0,12.0
Colorado Avalanche,Erik Johnson,SHOT,77.0,-5.0
Colorado Avalanche,Devon Toews,SHOT,37.0,-37.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,44.0,31.0
Colorado Avalanche,Nathan MacKinnon,SHOT,39.0,22.0
Colorado Avalanche,Devon Toews,SHOT,33.0,-2.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,43.0,27.0
Colorado Avalanche,Nathan MacKinnon,SHOT,41.0,-6.0
Colorado Avalanche,Cale Makar,SHOT,33.0,-34.0
Colorado Avalanche,Nathan MacKinnon,SHOT,84.0,-6.0
Colorado Avalanche,Gabriel Landeskog,SHOT,49.0,30.0
Colorado Avalanche,Gabriel Landeskog,SHOT,86.0,-4.0
Colorado Avalanche,Nathan MacKinnon,SHOT,61.0,21.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,73.0,-3.0
Colorado Avalanche,Cale Makar,SHOT,39.0,10.0
Colorado Avalanche,Nathan MacKinnon,SHOT,62.0,29.0
Colorado Avalanche,Nazem Kadri,GOAL,77.0,13.0
Colorado Avalanche,Nathan MacKinnon,SHOT,60.0,24.0
Colorado Avalanche,Alex Newhook,SHOT,60.0,0.0
Colorado Avalanche,Alex Newhook,SHOT,56.0,-21.0
Colorado Avalanche,Valeri Nichushkin,SHOT,87.0,-6.0
Colorado Avalanche,Cale Makar,SHOT,47.0,-37.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,47.0,1.0
Colorado Avalanche,Samuel Girard,SHOT,36.0,-16.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,75.0,-20.0
Colorado Avalanche,Tyson Jost,GOAL,73.0,-17.0
Colorado Avalanche,Kurtis MacDermid,BLOCKED_SHOT,68.0,-13.0
Colorado Avalanche,Valeri Nichushkin,BLOCKED_SHOT,71.0,-4.0
Colorado Avalanche,Kurtis MacDermid,BLOCKED_SHOT,75.0,-4.0
Colorado Avalanche,Andre Burakovsky,BLOCKED_SHOT,74.0,8.0
Colorado Avalanche,Jayson Megna,SHOT,66.0,7.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,34.0,-35.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,49.0,35.0
Colorado Avalanche,Nathan MacKinnon,SHOT,56.0,31.0
Colorado Avalanche,Andre Burakovsky,SHOT,58.0,2.0
Colorado Avalanche,Cale Makar,SHOT,32.0,-35.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,60.0,-27.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,60.0,19.0
Colorado Avalanche,Mikko Rantanen,GOAL,50.0,-19.0
Colorado Avalanche,Tyson Jost,SHOT,78.0,2.0
Colorado Avalanche,Devon Toews,SHOT,49.0,33.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,83.0,7.0
Colorado Avalanche,Erik Johnson,SHOT,53.0,-2.0
Colorado Avalanche,Nathan MacKinnon,SHOT,79.0,-10.0
Colorado Avalanche,Gabriel Landeskog,SHOT,61.0,31.0
Colorado Avalanche,Jacob MacDonald,SHOT,41.0,2.0
Colorado Avalanche,Mikko Rantanen,SHOT,84.0,10.0
Colorado Avalanche,Cale Makar,SHOT,43.0,-20.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,57.0,-23.0
Colorado Avalanche,Andre Burakovsky,SHOT,66.0,-28.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,74.0,-12.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,73.0,1.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,72.0,-3.0
Colorado Avalanche,Valeri Nichushkin,SHOT,62.0,27.0
Colorado Avalanche,Andre Burakovsky,SHOT,69.0,34.0
Colorado Avalanche,Tyson Jost,SHOT,82.0,-10.0
Colorado Avalanche,Logan O'Connor,SHOT,76.0,-14.0
Colorado Avalanche,Devon Toews,SHOT,38.0,-27.0
Colorado Avalanche,Devon Toews,SHOT,65.0,-30.0
Colorado Avalanche,Jack Johnson,SHOT,35.0,32.0
Colorado Avalanche,Nathan MacKinnon,SHOT,36.0,-5.0
Colorado Avalanche,Andre Burakovsky,SHOT,58.0,5.0
Colorado Avalanche,Nathan MacKinnon,GOAL,78.0,-1.0
Colorado Avalanche,Nazem Kadri,GOAL,78.0,-3.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,52.0,8.0
Colorado Avalanche,Nathan MacKinnon,SHOT,58.0,-10.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,35.0,37.0
Colorado Avalanche,Alex Newhook,GOAL,54.0,16.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,54.0,-34.0
Colorado Avalanche,Mikko Rantanen,SHOT,62.0,-21.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,73.0,-19.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,70.0,-2.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,34.0,5.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,34.0,-2.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,74.0,11.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,55.0,-1.0
Colorado Avalanche,Logan O'Connor,GOAL,68.0,-10.0
Colorado Avalanche,Logan O'Connor,GOAL,73.0,3.0
Colorado Avalanche,Mikko Rantanen,SHOT,75.0,-14.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,75.0,-1.0
Colorado Avalanche,Valeri Nichushkin,SHOT,51.0,-23.0
Colorado Avalanche,Valeri Nichushkin,SHOT,23.0,37.0
Colorado Avalanche,Andre Burakovsky,BLOCKED_SHOT,44.0,30.0
Colorado Avalanche,Devon Toews,SHOT,41.0,-3.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,46.0,-2.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,49.0,27.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,52.0,-10.0
Colorado Avalanche,Nathan MacKinnon,SHOT,83.0,8.0
Colorado Avalanche,Samuel Girard,SHOT,83.0,6.0
Colorado Avalanche,Darren Helm,SHOT,64.0,1.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,75.0,12.0
Colorado Avalanche,Mikko Rantanen,GOAL,77.0,4.0
Colorado Avalanche,Gabriel Landeskog,SHOT,3.0,39.0
Colorado Avalanche,Jacob MacDonald,BLOCKED_SHOT,69.0,-9.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,79.0,2.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,63.0,15.0
Colorado Avalanche,Mikko Rantanen,SHOT,89.0,21.0
Colorado Avalanche,Jack Johnson,SHOT,49.0,36.0
Colorado Avalanche,Jacob MacDonald,MISSED_SHOT,36.0,-5.0
Colorado Avalanche,Andre Burakovsky,BLOCKED_SHOT,72.0,-24.0
Colorado Avalanche,J.T. Compher,GOAL,63.0,-7.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,35.0,-18.0
Colorado Avalanche,Logan O'Connor,SHOT,69.0,-5.0
Colorado Avalanche,Andre Burakovsky,SHOT,77.0,-5.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,36.0,-2.0
Colorado Avalanche,Andre Burakovsky,GOAL,43.0,-33.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,66.0,-16.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,78.0,9.0
Colorado Avalanche,Darren Helm,GOAL,75.0,3.0
Colorado Avalanche,Mikko Rantanen,SHOT,47.0,3.0
Colorado Avalanche,Andre Burakovsky,SHOT,60.0,11.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,72.0,-5.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,51.0,12.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,77.0,-10.0
Colorado Avalanche,Gabriel Landeskog,SHOT,67.0,-5.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,62.0,-6.0
Colorado Avalanche,Jacob MacDonald,MISSED_SHOT,87.0,-12.0
Colorado Avalanche,Nathan MacKinnon,SHOT,81.0,-3.0
Colorado Avalanche,Jacob MacDonald,SHOT,33.0,1.0
Colorado Avalanche,Tyson Jost,SHOT,71.0,37.0
Colorado Avalanche,Nathan MacKinnon,GOAL,55.0,27.0
Colorado Avalanche,Andre Burakovsky,GOAL,83.0,-5.0
Colorado Avalanche,Erik Johnson,SHOT,48.0,21.0
Colorado Avalanche,Valeri Nichushkin,SHOT,82.0,5.0
Colorado Avalanche,Tyson Jost,SHOT,89.0,-8.0
Colorado Avalanche,Samuel Girard,GOAL,62.0,2.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,60.0,-3.0
Colorado Avalanche,Kurtis MacDermid,SHOT,58.0,-28.0
Colorado Avalanche,Alex Newhook,SHOT,74.0,3.0
Colorado Avalanche,Tyson Jost,SHOT,93.0,-17.0
Colorado Avalanche,Logan O'Connor,MISSED_SHOT,80.0,-26.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,59.0,17.0
Colorado Avalanche,Valeri Nichushkin,SHOT,58.0,14.0
Colorado Avalanche,Valeri Nichushkin,SHOT,81.0,-2.0
Colorado Avalanche,Nathan MacKinnon,SHOT,83.0,3.0
Colorado Avalanche,Valeri Nichushkin,SHOT,65.0,7.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,76.0,-7.0
Colorado Avalanche,Nathan MacKinnon,SHOT,50.0,14.0
Colorado Avalanche,Mikko Rantanen,SHOT,47.0,-21.0
Colorado Avalanche,Nathan MacKinnon,SHOT,41.0,-3.0
Colorado Avalanche,Valeri Nichushkin,SHOT,83.0,-3.0
Colorado Avalanche,Valeri Nichushkin,SHOT,84.0,-2.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,63.0,-6.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,61.0,-24.0
Colorado Avalanche,Samuel Girard,SHOT,45.0,36.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,64.0,-1.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,69.0,21.0
Colorado Avalanche,Andre Burakovsky,SHOT,82.0,5.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,85.0,-8.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,79.0,-15.0
Colorado Avalanche,Darren Helm,SHOT,52.0,-8.0
Colorado Avalanche,Darren Helm,MISSED_SHOT,65.0,-10.0
Colorado Avalanche,Cale Makar,SHOT,46.0,-36.0
Colorado Avalanche,Cale Makar,SHOT,73.0,-18.0
Colorado Avalanche,Andre Burakovsky,SHOT,40.0,24.0
Colorado Avalanche,Nathan MacKinnon,SHOT,85.0,5.0
Colorado Avalanche,Jacob MacDonald,MISSED_SHOT,34.0,-23.0
Colorado Avalanche,Darren Helm,MISSED_SHOT,57.0,-39.0
Colorado Avalanche,Darren Helm,MISSED_SHOT,52.0,35.0
Colorado Avalanche,Cale Makar,GOAL,57.0,-9.0
Colorado Avalanche,Kurtis MacDermid,SHOT,78.0,1.0
Colorado Avalanche,Samuel Girard,SHOT,68.0,-14.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,60.0,-13.0
Colorado Avalanche,Darren Helm,SHOT,55.0,19.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,76.0,-1.0
Colorado Avalanche,Valeri Nichushkin,SHOT,79.0,-0.0
Colorado Avalanche,Erik Johnson,SHOT,75.0,-17.0
Colorado Avalanche,Kurtis MacDermid,MISSED_SHOT,54.0,22.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,68.0,10.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,36.0,-32.0
Colorado Avalanche,Mikhail Maltsev,SHOT,63.0,21.0
Colorado Avalanche,Cale Makar,SHOT,69.0,26.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,8.0,1.0
Colorado Avalanche,Alex Newhook,SHOT,75.0,15.0
Colorado Avalanche,Valeri Nichushkin,SHOT,83.0,-5.0
Colorado Avalanche,Mikhail Maltsev,SHOT,69.0,-8.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,77.0,-10.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,76.0,-13.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,52.0,0.0
Colorado Avalanche,Nathan MacKinnon,SHOT,20.0,23.0
Colorado Avalanche,Nathan MacKinnon,SHOT,20.0,21.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,80.0,22.0
Colorado Avalanche,Alex Newhook,SHOT,67.0,8.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,47.0,21.0
Colorado Avalanche,Jacob MacDonald,BLOCKED_SHOT,73.0,-14.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,57.0,-23.0
Colorado Avalanche,Mikko Rantanen,SHOT,66.0,-1.0
Colorado Avalanche,Tyson Jost,SHOT,52.0,-2.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,75.0,11.0
Colorado Avalanche,Cale Makar,SHOT,39.0,-33.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,85.0,-7.0
Colorado Avalanche,Valeri Nichushkin,SHOT,79.0,0.0
Colorado Avalanche,Jack Johnson,SHOT,72.0,31.0
Colorado Avalanche,Nathan MacKinnon,SHOT,54.0,30.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,49.0,-1.0
Colorado Avalanche,Andre Burakovsky,GOAL,56.0,7.0
Colorado Avalanche,Darren Helm,SHOT,77.0,6.0
Colorado Avalanche,Nathan MacKinnon,SHOT,40.0,-14.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,42.0,-12.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,50.0,-4.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,78.0,12.0
Colorado Avalanche,Andre Burakovsky,GOAL,71.0,-8.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,57.0,8.0
Colorado Avalanche,Valeri Nichushkin,SHOT,72.0,-2.0
Colorado Avalanche,Nathan MacKinnon,SHOT,67.0,18.0
Colorado Avalanche,Alex Newhook,BLOCKED_SHOT,78.0,-17.0
Colorado Avalanche,Nicolas Aube-Kubel,MISSED_SHOT,43.0,-10.0
Colorado Avalanche,Logan O'Connor,SHOT,53.0,22.0
Colorado Avalanche,Andre Burakovsky,GOAL,50.0,-10.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,77.0,-10.0
Colorado Avalanche,Andre Burakovsky,SHOT,83.0,3.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,64.0,7.0
Colorado Avalanche,Nathan MacKinnon,SHOT,55.0,11.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,70.0,-6.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,73.0,-10.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,86.0,-2.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,86.0,0.0
Colorado Avalanche,Mikko Rantanen,SHOT,78.0,-10.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,61.0,-16.0
Colorado Avalanche,Nathan MacKinnon,SHOT,47.0,-6.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,57.0,14.0
Colorado Avalanche,Kurtis MacDermid,BLOCKED_SHOT,63.0,3.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,47.0,-30.0
Colorado Avalanche,Tyson Jost,MISSED_SHOT,86.0,5.0
Colorado Avalanche,Tyson Jost,SHOT,87.0,6.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,52.0,27.0
Colorado Avalanche,Mikko Rantanen,SHOT,70.0,-24.0
Colorado Avalanche,Erik Johnson,SHOT,37.0,12.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,52.0,18.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,80.0,-0.0
Colorado Avalanche,Tyson Jost,SHOT,85.0,7.0
Colorado Avalanche,Mikko Rantanen,GOAL,82.0,5.0
Colorado Avalanche,Mikhail Maltsev,SHOT,49.0,26.0
Colorado Avalanche,Samuel Girard,SHOT,37.0,16.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,37.0,-37.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,60.0,4.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,78.0,7.0
Colorado Avalanche,Cale Makar,GOAL,37.0,-4.0
Colorado Avalanche,Nazem Kadri,BLOCKED_SHOT,86.0,6.0
Colorado Avalanche,Valeri Nichushkin,BLOCKED_SHOT,47.0,-9.0
Colorado Avalanche,Nathan MacKinnon,SHOT,84.0,-10.0
Colorado Avalanche,Nicolas Aube-Kubel,BLOCKED_SHOT,50.0,-24.0
Colorado Avalanche,Valeri Nichushkin,BLOCKED_SHOT,53.0,14.0
Colorado Avalanche,Darren Helm,BLOCKED_SHOT,76.0,10.0
Colorado Avalanche,Erik Johnson,SHOT,35.0,-2.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,61.0,-25.0
Colorado Avalanche,Erik Johnson,SHOT,30.0,1.0
Colorado Avalanche,Logan O'Connor,SHOT,52.0,-17.0
Colorado Avalanche,Nathan MacKinnon,SHOT,62.0,19.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,63.0,-19.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,58.0,4.0
Colorado Avalanche,Nazem Kadri,SHOT,65.0,1.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,76.0,7.0
Colorado Avalanche,Valeri Nichushkin,GOAL,79.0,6.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,59.0,-15.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,62.0,15.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,75.0,22.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,60.0,1.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,84.0,-13.0
Colorado Avalanche,Kurtis MacDermid,SHOT,34.0,18.0
Colorado Avalanche,Andre Burakovsky,SHOT,67.0,14.0
Colorado Avalanche,Valeri Nichushkin,SHOT,79.0,1.0
Colorado Avalanche,J.T. Compher,SHOT,60.0,6.0
Colorado Avalanche,Nathan MacKinnon,SHOT,74.0,-17.0
Colorado Avalanche,Samuel Girard,SHOT,40.0,-6.0
Colorado Avalanche,Alex Newhook,SHOT,54.0,25.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,65.0,-10.0
Colorado Avalanche,J.T. Compher,SHOT,82.0,-4.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,81.0,-3.0
Colorado Avalanche,Nathan MacKinnon,SHOT,72.0,-12.0
Colorado Avalanche,Valeri Nichushkin,GOAL,82.0,5.0
Colorado Avalanche,Erik Johnson,SHOT,41.0,-35.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,83.0,-30.0
Colorado Avalanche,Samuel Girard,SHOT,40.0,-18.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,56.0,-8.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,79.0,12.0
Colorado Avalanche,Nathan MacKinnon,SHOT,56.0,-16.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,80.0,-1.0
Colorado Avalanche,Kurtis MacDermid,MISSED_SHOT,57.0,4.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,80.0,10.0
Colorado Avalanche,Valeri Nichushkin,SHOT,61.0,-14.0
Colorado Avalanche,Nazem Kadri,SHOT,59.0,2.0
Colorado Avalanche,Nathan MacKinnon,SHOT,84.0,-6.0
Colorado Avalanche,Kurtis MacDermid,SHOT,44.0,32.0
Colorado Avalanche,Tyson Jost,SHOT,65.0,-3.0
Colorado Avalanche,Logan O'Connor,SHOT,62.0,-21.0
Colorado Avalanche,Nazem Kadri,SHOT,74.0,33.0
Colorado Avalanche,Mikko Rantanen,SHOT,78.0,11.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,50.0,-7.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,48.0,-2.0
Colorado Avalanche,Nazem Kadri,SHOT,53.0,14.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,87.0,-19.0
Colorado Avalanche,Nazem Kadri,SHOT,71.0,0.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,75.0,-0.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,74.0,-9.0
Colorado Avalanche,Mikko Rantanen,SHOT,55.0,-2.0
Colorado Avalanche,Mikko Rantanen,GOAL,76.0,-19.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,62.0,-25.0
Colorado Avalanche,Justin Barron,MISSED_SHOT,45.0,-34.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,75.0,17.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,71.0,2.0
Colorado Avalanche,Justin Barron,BLOCKED_SHOT,74.0,5.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,72.0,7.0
Colorado Avalanche,Darren Helm,BLOCKED_SHOT,51.0,1.0
Colorado Avalanche,Kurtis MacDermid,BLOCKED_SHOT,62.0,10.0
Colorado Avalanche,Erik Johnson,SHOT,21.0,-29.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,80.0,21.0
Colorado Avalanche,Mikhail Maltsev,SHOT,36.0,-31.0
Colorado Avalanche,Nazem Kadri,SHOT,77.0,1.0
Colorado Avalanche,Mikko Rantanen,SHOT,78.0,-24.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,64.0,27.0
Colorado Avalanche,Valeri Nichushkin,GOAL,80.0,1.0
Colorado Avalanche,Mikhail Maltsev,SHOT,39.0,-4.0
Colorado Avalanche,Darren Helm,SHOT,80.0,1.0
Colorado Avalanche,Valeri Nichushkin,SHOT,74.0,1.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,58.0,12.0
Colorado Avalanche,Kurtis MacDermid,SHOT,48.0,-27.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,74.0,3.0
Colorado Avalanche,Valeri Nichushkin,SHOT,83.0,-12.0
Colorado Avalanche,Mikko Rantanen,SHOT,44.0,-15.0
Colorado Avalanche,Mikko Rantanen,SHOT,61.0,-21.0
Colorado Avalanche,Justin Barron,MISSED_SHOT,37.0,-27.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,58.0,-6.0
Colorado Avalanche,Valeri Nichushkin,SHOT,51.0,22.0
Colorado Avalanche,Jack Johnson,SHOT,49.0,2.0
Colorado Avalanche,Alex Newhook,SHOT,63.0,-5.0
Colorado Avalanche,Mikko Rantanen,SHOT,11.0,-38.0
Colorado Avalanche,Mikko Rantanen,SHOT,72.0,-0.0
Colorado Avalanche,Gabriel Landeskog,GOAL,78.0,2.0
Colorado Avalanche,Tyson Jost,SHOT,50.0,25.0
Colorado Avalanche,Darren Helm,SHOT,36.0,32.0
Colorado Avalanche,Darren Helm,MISSED_SHOT,86.0,-19.0
Colorado Avalanche,Cale Makar,SHOT,38.0,-16.0
Colorado Avalanche,Alex Newhook,SHOT,81.0,4.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,59.0,19.0
Colorado Avalanche,Nazem Kadri,SHOT,57.0,7.0
Colorado Avalanche,J.T. Compher,SHOT,81.0,-0.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,69.0,-2.0
Colorado Avalanche,Devon Toews,GOAL,82.0,6.0
Colorado Avalanche,Jack Johnson,SHOT,40.0,38.0
Colorado Avalanche,Valeri Nichushkin,SHOT,50.0,-35.0
Colorado Avalanche,Cale Makar,SHOT,35.0,-9.0
Colorado Avalanche,Devon Toews,SHOT,74.0,26.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,25.0,37.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,51.0,36.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,63.0,26.0
Colorado Avalanche,Tyson Jost,SHOT,57.0,-11.0
Colorado Avalanche,Valeri Nichushkin,SHOT,82.0,5.0
Colorado Avalanche,Andre Burakovsky,SHOT,85.0,24.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,54.0,-28.0
Colorado Avalanche,Andre Burakovsky,SHOT,53.0,-23.0
Colorado Avalanche,Alex Newhook,SHOT,72.0,1.0
