team,player,result,x,y
Colorado Avalanche,Valeri Nichushkin,SHOT,84.0,-12.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,76.0,-10.0
Colorado Avalanche,Josh Manson,SHOT,30.0,-24.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,52.0,3.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,80.0,5.0
Colorado Avalanche,Josh Manson,SHOT,37.0,-34.0
Colorado Avalanche,Kurtis MacDermid,SHOT,32.0,1.0
Colorado Avalanche,Nathan MacKinnon,SHOT,33.0,1.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,81.0,6.0
Colorado Avalanche,Nazem Kadri,SHOT,66.0,-24.0
Colorado Avalanche,Alex Newhook,BLOCKED_SHOT,79.0,6.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,79.0,2.0
Colorado Avalanche,Cale Makar,SHOT,33.0,5.0
Colorado Avalanche,Nathan MacKinnon,SHOT,74.0,0.0
Colorado Avalanche,Andre Burakovsky,SHOT,62.0,-10.0
Colorado Avalanche,Devon Toews,SHOT,35.0,-3.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,67.0,-31.0
Colorado Avalanche,Nazem Kadri,SHOT,75.0,4.0
Colorado Avalanche,Nazem Kadri,GOAL,84.0,6.0
Colorado Avalanche,Darren Helm,SHOT,67.0,35.0
Colorado Avalanche,Mikko Rantanen,SHOT,84.0,-11.0
Colorado Avalanche,Mikko Rantanen,SHOT,32.0,-0.0
Colorado Avalanche,Kurtis MacDermid,SHOT,59.0,36.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,81.0,-12.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,69.0,-13.0
Colorado Avalanche,Erik Johnson,SHOT,33.0,-4.0
Colorado Avalanche,Alex Newhook,SHOT,67.0,11.0
Colorado Avalanche,Andrew Cogliano,BLOCKED_SHOT,65.0,8.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,81.0,-7.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,89.0,-8.0
Colorado Avalanche,Mikko Rantanen,SHOT,58.0,26.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,81.0,-0.0
Colorado Avalanche,Valeri Nichushkin,SHOT,82.0,-4.0
Colorado Avalanche,Josh Manson,SHOT,75.0,-35.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,73.0,-7.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,31.0,-1.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,73.0,28.0
Colorado Avalanche,Nico Sturm,SHOT,65.0,-0.0
Colorado Avalanche,Nazem Kadri,GOAL,47.0,10.0
Colorado Avalanche,Mikko Rantanen,SHOT,85.0,25.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,71.0,-21.0
Colorado Avalanche,Andre Burakovsky,SHOT,86.0,-10.0
Colorado Avalanche,Kurtis MacDermid,SHOT,38.0,16.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,87.0,7.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,49.0,-10.0
Colorado Avalanche,Cale Makar,SHOT,40.0,18.0
Colorado Avalanche,Nazem Kadri,SHOT,86.0,7.0
Colorado Avalanche,Valeri Nichushkin,SHOT,56.0,-5.0
Colorado Avalanche,Nico Sturm,MISSED_SHOT,62.0,18.0
Colorado Avalanche,Erik Johnson,SHOT,64.0,-21.0
Colorado Avalanche,Cale Makar,GOAL,38.0,6.0
Colorado Avalanche,Darren Helm,SHOT,25.0,28.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,72.0,-19.0
Colorado Avalanche,J.T. Compher,SHOT,57.0,19.0
Colorado Avalanche,J.T. Compher,GOAL,95.0,7.0
Colorado Avalanche,Jack Johnson,SHOT,37.0,32.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,50.0,-38.0
Colorado Avalanche,Mikko Rantanen,GOAL,64.0,-22.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,79.0,3.0
Colorado Avalanche,J.T. Compher,SHOT,63.0,-34.0
Colorado Avalanche,Nazem Kadri,SHOT,65.0,17.0
Colorado Avalanche,Jack Johnson,MISSED_SHOT,32.0,24.0
Colorado Avalanche,Nazem Kadri,SHOT,75.0,-12.0
Colorado Avalanche,Josh Manson,SHOT,61.0,0.0
Colorado Avalanche,Nicolas Aube-Kubel,MISSED_SHOT,58.0,-13.0
Colorado Avalanche,Devon Toews,SHOT,65.0,-28.0
Colorado Avalanche,Valeri Nichushkin,SHOT,74.0,-11.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,54.0,10.0
Colorado Avalanche,Kurtis MacDermid,SHOT,58.0,-15.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,48.0,-40.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,47.0,3.0
Colorado Avalanche,Nathan MacKinnon,SHOT,62.0,11.0
Colorado Avalanche,Valeri Nichushkin,SHOT,83.0,6.0
Colorado Avalanche,Cale Makar,SHOT,33.0,11.0
Colorado Avalanche,Devon Toews,SHOT,82.0,2.0
Colorado Avalanche,Nico Sturm,SHOT,74.0,2.0
Colorado Avalanche,Nicolas Aube-Kubel,MISSED_SHOT,49.0,-27.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,80.0,-0.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,66.0,10.0
Colorado Avalanche,Kurtis MacDermid,GOAL,32.0,8.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,59.0,0.0
Colorado Avalanche,Nazem Kadri,SHOT,63.0,1.0
Colorado Avalanche,Erik Johnson,SHOT,38.0,26.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,81.0,-9.0
Colorado Avalanche,Logan O'Connor,SHOT,79.0,5.0
Colorado Avalanche,Logan O'Connor,SHOT,54.0,19.0
Colorado Avalanche,Nico Sturm,SHOT,56.0,28.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,46.0,-14.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,86.0,-4.0
Colorado Avalanche,J.T. Compher,SHOT,43.0,-2.0
Colorado Avalanche,Cale Makar,SHOT,70.0,-25.0
Colorado Avalanche,Nathan MacKinnon,SHOT,66.0,29.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,64.0,11.0
Colorado Avalanche,Nazem Kadri,SHOT,85.0,5.0
Colorado Avalanche,Nathan MacKinnon,SHOT,63.0,28.0
Colorado Avalanche,Nazem Kadri,SHOT,79.0,5.0
Colorado Avalanche,Devon Toews,SHOT,38.0,-18.0
Colorado Avalanche,Andre Burakovsky,SHOT,54.0,-20.0
Colorado Avalanche,Andrew Cogliano,SHOT,70.0,-34.0
Colorado Avalanche,Mikko Rantanen,SHOT,34.0,18.0
Colorado Avalanche,Cale Makar,GOAL,56.0,14.0
Colorado Avalanche,Erik Johnson,SHOT,46.0,37.0
Colorado Avalanche,Andrew Cogliano,SHOT,23.0,-5.0
Colorado Avalanche,Andre Burakovsky,SHOT,41.0,1.0
Colorado Avalanche,Nico Sturm,SHOT,51.0,-36.0
Colorado Avalanche,Josh Manson,BLOCKED_SHOT,60.0,9.0
Colorado Avalanche,Josh Manson,BLOCKED_SHOT,82.0,-6.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,80.0,-11.0
Colorado Avalanche,Andre Burakovsky,SHOT,34.0,-4.0
Colorado Avalanche,Darren Helm,BLOCKED_SHOT,77.0,-15.0
Colorado Avalanche,Cale Makar,SHOT,36.0,-22.0
Colorado Avalanche,Nico Sturm,SHOT,65.0,31.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,75.0,6.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,82.0,-6.0
Colorado Avalanche,Jack Johnson,MISSED_SHOT,50.0,29.0
Colorado Avalanche,Erik Johnson,SHOT,32.0,12.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,81.0,-3.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,85.0,-5.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,83.0,-11.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,64.0,-0.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,65.0,6.0
Colorado Avalanche,Valeri Nichushkin,SHOT,71.0,4.0
Colorado Avalanche,Valeri Nichushkin,SHOT,81.0,-1.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,58.0,10.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,77.0,-11.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,70.0,23.0
Colorado Avalanche,Mikko Rantanen,SHOT,79.0,-19.0
Colorado Avalanche,Mikko Rantanen,SHOT,35.0,7.0
Colorado Avalanche,Erik Johnson,SHOT,41.0,-19.0
Colorado Avalanche,Alex Newhook,SHOT,63.0,-16.0
Colorado Avalanche,Cale Makar,SHOT,33.0,3.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,71.0,18.0
Colorado Avalanche,Josh Manson,SHOT,34.0,10.0
Colorado Avalanche,Devon Toews,SHOT,34.0,-20.0
Colorado Avalanche,Nathan MacKinnon,SHOT,34.0,-2.0
Colorado Avalanche,Devon Toews,SHOT,39.0,34.0
Colorado Avalanche,Andre Burakovsky,SHOT,53.0,-11.0
Colorado Avalanche,Darren Helm,SHOT,37.0,35.0
Colorado Avalanche,Darren Helm,SHOT,51.0,-6.0
Colorado Avalanche,Kurtis MacDermid,BLOCKED_SHOT,81.0,9.0
Colorado Avalanche,Nazem Kadri,SHOT,38.0,-25.0
Colorado Avalanche,Nathan MacKinnon,SHOT,37.0,-3.0
Colorado Avalanche,Cale Makar,SHOT,42.0,13.0
Colorado Avalanche,Devon Toews,SHOT,44.0,29.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,57.0,15.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,58.0,-19.0
Colorado Avalanche,Cale Makar,SHOT,58.0,-0.0
Colorado Avalanche,Devon Toews,SHOT,60.0,30.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,61.0,8.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,80.0,-1.0
Colorado Avalanche,Darren Helm,BLOCKED_SHOT,41.0,0.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,64.0,2.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,75.0,12.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,65.0,3.0
Colorado Avalanche,Mikko Rantanen,SHOT,74.0,-15.0
Colorado Avalanche,Mikko Rantanen,SHOT,70.0,-19.0
Colorado Avalanche,Nazem Kadri,SHOT,68.0,26.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,44.0,-25.0
Colorado Avalanche,Cale Makar,SHOT,66.0,18.0
Colorado Avalanche,Nazem Kadri,GOAL,51.0,13.0
Colorado Avalanche,Logan O'Connor,SHOT,71.0,-4.0
Colorado Avalanche,Andrew Cogliano,SHOT,74.0,-16.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,81.0,-4.0
Colorado Avalanche,Cale Makar,SHOT,34.0,-4.0
Colorado Avalanche,Mikko Rantanen,GOAL,40.0,2.0
Colorado Avalanche,Alex Newhook,SHOT,54.0,-7.0
Colorado Avalanche,Andre Burakovsky,SHOT,50.0,22.0
Colorado Avalanche,Valeri Nichushkin,BLOCKED_SHOT,65.0,-2.0
Colorado Avalanche,J.T. Compher,SHOT,45.0,1.0
Colorado Avalanche,Devon Toews,SHOT,56.0,36.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,65.0,12.0
Colorado Avalanche,Nathan MacKinnon,SHOT,79.0,-13.0
Colorado Avalanche,Josh Manson,MISSED_SHOT,35.0,-16.0
Colorado Avalanche,Mikko Rantanen,SHOT,79.0,14.0
Colorado Avalanche,Jack Johnson,SHOT,48.0,15.0
Colorado Avalanche,Alex Newhook,SHOT,57.0,-19.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,55.0,16.0
Colorado Avalanche,Nazem Kadri,SHOT,45.0,16.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,76.0,-7.0
Colorado Avalanche,J.T. Compher,SHOT,78.0,9.0
Colorado Avalanche,Alex Newhook,BLOCKED_SHOT,70.0,-5.0
Colorado Avalanche,Jack Johnson,SHOT,46.0,-4.0
Colorado Avalanche,Nico Sturm,BLOCKED_SHOT,84.0,23.0
Colorado Avalanche,Nicolas Aube-Kubel,MISSED_SHOT,72.0,-19.0
Colorado Avalanche,Josh Manson,SHOT,76.0,-26.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,67.0,10.0
Colorado Avalanche,Valeri Nichushkin,SHOT,48.0,-5.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,69.0,-5.0
Colorado Avalanche,Nazem Kadri,SHOT,35.0,-8.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,77.0,1.0
Colorado Avalanche,Mikko Rantanen,SHOT,83.0,2.0
Colorado Avalanche,Cale Makar,SHOT,33.0,-28.0
Colorado Avalanche,Erik Johnson,SHOT,37.0,-25.0
Colorado Avalanche,Andrew Cogliano,SHOT,42.0,-2.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,73.0,-18.0
Colorado Avalanche,Mikko Rantanen,SHOT,54.0,13.0
Colorado Avalanche,Artturi Lehkonen,SHOT,50.0,31.0
Colorado Avalanche,Valeri Nichushkin,GOAL,80.0,-0.0
Colorado Avalanche,Artturi Lehkonen,MISSED_SHOT,67.0,-19.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,53.0,-13.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,55.0,8.0
Colorado Avalanche,Nazem Kadri,SHOT,73.0,11.0
Colorado Avalanche,Artturi Lehkonen,SHOT,77.0,-5.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,80.0,6.0
Colorado Avalanche,Nazem Kadri,SHOT,59.0,-28.0
Colorado Avalanche,Valeri Nichushkin,SHOT,82.0,11.0
Colorado Avalanche,Nazem Kadri,SHOT,38.0,-13.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,34.0,-12.0
Colorado Avalanche,Artturi Lehkonen,MISSED_SHOT,64.0,-9.0
Colorado Avalanche,Andre Burakovsky,SHOT,82.0,-14.0
Colorado Avalanche,Nico Sturm,SHOT,62.0,-20.0
Colorado Avalanche,Josh Manson,SHOT,69.0,-18.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,72.0,-16.0
Colorado Avalanche,Cale Makar,SHOT,36.0,-11.0
Colorado Avalanche,Nazem Kadri,SHOT,62.0,-3.0
Colorado Avalanche,Valeri Nichushkin,GOAL,78.0,5.0
Colorado Avalanche,Artturi Lehkonen,SHOT,58.0,-26.0
Colorado Avalanche,Nico Sturm,SHOT,55.0,1.0
Colorado Avalanche,Josh Manson,SHOT,37.0,-17.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,51.0,18.0
Colorado Avalanche,Kurtis MacDermid,SHOT,34.0,30.0
Colorado Avalanche,Nazem Kadri,SHOT,58.0,12.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,59.0,19.0
Colorado Avalanche,Kurtis MacDermid,MISSED_SHOT,39.0,36.0
Colorado Avalanche,Mikko Rantanen,SHOT,65.0,10.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,80.0,6.0
Colorado Avalanche,Nazem Kadri,SHOT,75.0,9.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,81.0,5.0
Colorado Avalanche,Nazem Kadri,SHOT,76.0,-7.0
Colorado Avalanche,Artturi Lehkonen,SHOT,62.0,-2.0
Colorado Avalanche,Artturi Lehkonen,MISSED_SHOT,73.0,-5.0
Colorado Avalanche,Andre Burakovsky,SHOT,37.0,1.0
Colorado Avalanche,Artturi Lehkonen,SHOT,38.0,-0.0
Colorado Avalanche,Andre Burakovsky,SHOT,83.0,5.0
Colorado Avalanche,Mikko Rantanen,SHOT,36.0,-22.0
Colorado Avalanche,Cale Makar,SHOT,64.0,5.0
Colorado Avalanche,Andre Burakovsky,SHOT,58.0,21.0
Colorado Avalanche,Kurtis MacDermid,SHOT,0.0,-39.0
Colorado Avalanche,Cale Makar,SHOT,32.0,-35.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,50.0,20.0
Colorado Avalanche,Alex Newhook,SHOT,64.0,16.0
Colorado Avalanche,Nazem Kadri,SHOT,52.0,24.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,77.0,-14.0
Colorado Avalanche,Alex Newhook,GOAL,51.0,4.0
Colorado Avalanche,Mikko Rantanen,SHOT,56.0,-27.0
Colorado Avalanche,Nathan MacKinnon,SHOT,69.0,20.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,74.0,-11.0
Colorado Avalanche,Valeri Nichushkin,SHOT,81.0,0.0
Colorado Avalanche,Nathan MacKinnon,SHOT,60.0,-16.0
Colorado Avalanche,Nazem Kadri,SHOT,86.0,9.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,77.0,19.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,34.0,2.0
Colorado Avalanche,Andrew Cogliano,SHOT,73.0,12.0
Colorado Avalanche,Logan O'Connor,SHOT,61.0,0.0
Colorado Avalanche,Nazem Kadri,SHOT,57.0,14.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,21.0,17.0
Colorado Avalanche,Josh Manson,BLOCKED_SHOT,71.0,2.0
Colorado Avalanche,Andrew Cogliano,BLOCKED_SHOT,44.0,-7.0
Colorado Avalanche,Darren Helm,BLOCKED_SHOT,52.0,6.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,76.0,-9.0
Colorado Avalanche,Mikko Rantanen,SHOT,68.0,-15.0
Colorado Avalanche,Devon Toews,SHOT,37.0,-28.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,67.0,-6.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,79.0,-5.0
Colorado Avalanche,Alex Newhook,SHOT,46.0,-1.0
Colorado Avalanche,Valeri Nichushkin,SHOT,52.0,28.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,64.0,-17.0
Colorado Avalanche,Cale Makar,SHOT,39.0,16.0
Colorado Avalanche,Logan O'Connor,SHOT,79.0,-4.0
Colorado Avalanche,Cale Makar,SHOT,32.0,4.0
Colorado Avalanche,Darren Helm,GOAL,73.0,3.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,41.0,-0.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,47.0,11.0
Colorado Avalanche,Nico Sturm,SHOT,64.0,6.0
Colorado Avalanche,Valeri Nichushkin,SHOT,82.0,3.0
Colorado Avalanche,Erik Johnson,SHOT,39.0,-3.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,69.0,-37.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,73.0,7.0
Colorado Avalanche,Nazem Kadri,SHOT,80.0,-0.0
Colorado Avalanche,Cale Makar,SHOT,33.0,18.0
Colorado Avalanche,Mikko Rantanen,GOAL,74.0,-19.0
Colorado Avalanche,Andrew Cogliano,SHOT,58.0,19.0
Colorado Avalanche,Logan O'Connor,MISSED_SHOT,83.0,5.0
Colorado Avalanche,Nazem Kadri,SHOT,21.0,4.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,57.0,25.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,55.0,-1.0
Colorado Avalanche,Cale Makar,SHOT,34.0,-27.0
Colorado Avalanche,Erik Johnson,SHOT,37.0,-12.0
Colorado Avalanche,Andre Burakovsky,GOAL,76.0,6.0
Colorado Avalanche,Josh Manson,SHOT,43.0,-25.0
Colorado Avalanche,Valeri Nichushkin,SHOT,61.0,13.0
Colorado Avalanche,Nathan MacKinnon,SHOT,85.0,8.0
Colorado Avalanche,Mikko Rantanen,SHOT,84.0,-8.0
Colorado Avalanche,Josh Manson,SHOT,51.0,-37.0
Colorado Avalanche,Nathan MacKinnon,SHOT,50.0,10.0
Colorado Avalanche,Valeri Nichushkin,SHOT,69.0,-22.0
Colorado Avalanche,Artturi Lehkonen,SHOT,32.0,-11.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,67.0,36.0
Colorado Avalanche,Valeri Nichushkin,SHOT,48.0,-5.0
Colorado Avalanche,Artturi Lehkonen,SHOT,83.0,4.0
Colorado Avalanche,Josh Manson,BLOCKED_SHOT,75.0,7.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,71.0,3.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,64.0,11.0
Colorado Avalanche,Darren Helm,SHOT,60.0,38.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,35.0,-28.0
Colorado Avalanche,Artturi Lehkonen,MISSED_SHOT,65.0,-1.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,83.0,13.0
Colorado Avalanche,Devon Toews,SHOT,35.0,5.0
Colorado Avalanche,Logan O'Connor,SHOT,45.0,-38.0
Colorado Avalanche,Valeri Nichushkin,SHOT,50.0,24.0
Colorado Avalanche,J.T. Compher,SHOT,87.0,6.0
Colorado Avalanche,Artturi Lehkonen,SHOT,59.0,17.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,59.0,-8.0
Colorado Avalanche,Andre Burakovsky,SHOT,48.0,7.0
Colorado Avalanche,Andre Burakovsky,SHOT,82.0,30.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,73.0,8.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,67.0,7.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,60.0,-25.0
Colorado Avalanche,Andrew Cogliano,SHOT,66.0,2.0
Colorado Avalanche,Artturi Lehkonen,SHOT,59.0,-10.0
Colorado Avalanche,Andre Burakovsky,SHOT,45.0,11.0
Colorado Avalanche,Mikko Rantanen,GOAL,79.0,0.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,75.0,1.0
Colorado Avalanche,Nathan MacKinnon,SHOT,42.0,-38.0
Colorado Avalanche,Mikko Rantanen,SHOT,74.0,-18.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,75.0,13.0
Colorado Avalanche,Nicolas Aube-Kubel,GOAL,54.0,-17.0
Colorado Avalanche,Logan O'Connor,SHOT,36.0,-11.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,74.0,0.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,38.0,29.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,69.0,-9.0
Colorado Avalanche,Nico Sturm,SHOT,82.0,-0.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,79.0,2.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,74.0,-0.0
Colorado Avalanche,Kurtis MacDermid,BLOCKED_SHOT,82.0,1.0
Colorado Avalanche,Devon Toews,SHOT,37.0,38.0
Colorado Avalanche,Mikko Rantanen,SHOT,78.0,-12.0
Colorado Avalanche,Cale Makar,SHOT,33.0,-28.0
Colorado Avalanche,Cale Makar,SHOT,37.0,-1.0
Colorado Avalanche,Valeri Nichushkin,SHOT,76.0,4.0
Colorado Avalanche,Andre Burakovsky,SHOT,61.0,20.0
Colorado Avalanche,Devon Toews,SHOT,33.0,23.0
Colorado Avalanche,Artturi Lehkonen,SHOT,50.0,-0.0
Colorado Avalanche,Jack Johnson,SHOT,34.0,34.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,65.0,23.0
Colorado Avalanche,Josh Manson,BLOCKED_SHOT,65.0,18.0
Colorado Avalanche,Nathan MacKinnon,SHOT,82.0,29.0
Colorado Avalanche,Josh Manson,SHOT,16.0,-40.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,52.0,-21.0
Colorado Avalanche,Devon Toews,GOAL,84.0,8.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,71.0,8.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,56.0,0.0
Colorado Avalanche,Artturi Lehkonen,SHOT,47.0,-34.0
Colorado Avalanche,Cale Makar,SHOT,11.0,36.0
Colorado Avalanche,Nathan MacKinnon,GOAL,79.0,-6.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,61.0,16.0
Colorado Avalanche,Nathan MacKinnon,SHOT,47.0,2.0
Colorado Avalanche,Josh Manson,SHOT,74.0,-28.0
Colorado Avalanche,J.T. Compher,SHOT,67.0,-20.0
Colorado Avalanche,Cale Makar,SHOT,34.0,-7.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,58.0,11.0
Colorado Avalanche,Alex Newhook,SHOT,71.0,7.0
Colorado Avalanche,Alex Newhook,SHOT,46.0,-1.0
Colorado Avalanche,Josh Manson,BLOCKED_SHOT,83.0,-3.0
Colorado Avalanche,Bowen Byram,BLOCKED_SHOT,59.0,-6.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,53.0,-2.0
Colorado Avalanche,Josh Manson,MISSED_SHOT,62.0,-36.0
Colorado Avalanche,Mikko Rantanen,SHOT,58.0,-16.0
Colorado Avalanche,Alex Newhook,BLOCKED_SHOT,52.0,-5.0
Colorado Avalanche,Jack Johnson,SHOT,40.0,-21.0
Colorado Avalanche,Artturi Lehkonen,BLOCKED_SHOT,71.0,-19.0
Colorado Avalanche,Josh Manson,BLOCKED_SHOT,76.0,5.0
Colorado Avalanche,Bowen Byram,SHOT,66.0,16.0
Colorado Avalanche,Cale Makar,SHOT,72.0,-20.0
Colorado Avalanche,Andre Burakovsky,SHOT,80.0,-4.0
Colorado Avalanche,Cale Makar,SHOT,44.0,-31.0
Colorado Avalanche,Artturi Lehkonen,SHOT,54.0,-31.0
Colorado Avalanche,Alex Newhook,SHOT,83.0,-9.0
Colorado Avalanche,J.T. Compher,GOAL,74.0,8.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,75.0,11.0
Colorado Avalanche,Nathan MacKinnon,GOAL,50.0,16.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,34.0,8.0
Colorado Avalanche,Nico Sturm,SHOT,82.0,10.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,79.0,-9.0
Colorado Avalanche,Erik Johnson,SHOT,25.0,-35.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,60.0,-3.0
Colorado Avalanche,Josh Manson,GOAL,32.0,-20.0
Colorado Avalanche,Andre Burakovsky,BLOCKED_SHOT,50.0,-15.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,80.0,4.0
Colorado Avalanche,Devon Toews,SHOT,2.0,10.0
Colorado Avalanche,Cale Makar,SHOT,34.0,-19.0
Colorado Avalanche,Artturi Lehkonen,MISSED_SHOT,66.0,-14.0
Colorado Avalanche,Andre Burakovsky,SHOT,71.0,-13.0
Colorado Avalanche,Andre Burakovsky,SHOT,64.0,11.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,38.0,11.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,83.0,14.0
Colorado Avalanche,Andrew Cogliano,BLOCKED_SHOT,58.0,-18.0
Colorado Avalanche,Jack Johnson,MISSED_SHOT,44.0,26.0
Colorado Avalanche,Cale Makar,SHOT,37.0,-35.0
Colorado Avalanche,Andre Burakovsky,SHOT,48.0,11.0
Colorado Avalanche,Nico Sturm,BLOCKED_SHOT,66.0,-22.0
Colorado Avalanche,Darren Helm,GOAL,69.0,3.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,50.0,14.0
